ampur,specialpp_code,specialpp_label,icd_code,icd_category,patient_count
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F12,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",2
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F15,ติดยาบ้า Amphetamine (F15),2
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F19,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",4
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F29,โรคจิตอื่นๆ (F21-F29),2
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F31,โรคอารมณ์สองขั้ว (F31),1
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F32,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",10
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F43,โรควิตกกังวล (F40-F48),2
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F54,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),X60,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),3
ควนโดน,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),X78,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),2
ทุ่งหว้า,1B030,ทำร้ายตนเองรุนแรง (1B030),F20,โรคจิตเภท (F20),1
ทุ่งหว้า,1B030,ทำร้ายตนเองรุนแรง (1B030),F32,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",2
ทุ่งหว้า,1B030,ทำร้ายตนเองรุนแรง (1B030),F41,โรควิตกกังวล (F40-F48),1
ทุ่งหว้า,1B030,ทำร้ายตนเองรุนแรง (1B030),F54,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ทุ่งหว้า,1B030,ทำร้ายตนเองรุนแรง (1B030),F81,ความบกพร่องทางการเรียนรู้ (F81),1
ทุ่งหว้า,1B030,ทำร้ายตนเองรุนแรง (1B030),X61,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),1
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F09,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",2
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F12,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F15,ติดยาบ้า Amphetamine (F15),4
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F19,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",3
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F20,โรคจิตเภท (F20),14
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F23,โรคจิตอื่นๆ (F21-F29),3
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F25,โรคจิตอื่นๆ (F21-F29),1
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F29,โรคจิตอื่นๆ (F21-F29),5
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F32,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",1
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F41,โรควิตกกังวล (F40-F48),1
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F51,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",2
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F54,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F62,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",2
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),X61,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),1
ทุ่งหว้า,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),X78,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),1
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F05,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F09,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",2
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F11,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F19,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F20,โรคจิตเภท (F20),1
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F25,โรคจิตอื่นๆ (F21-F29),1
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F29,โรคจิตอื่นๆ (F21-F29),1
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F31,โรคอารมณ์สองขั้ว (F31),1
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F62,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ทุ่งหว้า,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),X61,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),1
ทุ่งหว้า,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),F05,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ทุ่งหว้า,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),F09,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",2
ทุ่งหว้า,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),F11,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
ทุ่งหว้า,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),F19,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
ทุ่งหว้า,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),F20,โรคจิตเภท (F20),3
ทุ่งหว้า,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),F23,โรคจิตอื่นๆ (F21-F29),1
ทุ่งหว้า,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),F25,โรคจิตอื่นๆ (F21-F29),1
ทุ่งหว้า,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),F29,โรคจิตอื่นๆ (F21-F29),1
ทุ่งหว้า,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),X61,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),1
ทุ่งหว้า,1B036,พบว่าปกติ (1B036),F05,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ทุ่งหว้า,1B036,พบว่าปกติ (1B036),F09,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ทุ่งหว้า,1B036,พบว่าปกติ (1B036),F11,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
ทุ่งหว้า,1B036,พบว่าปกติ (1B036),F20,โรคจิตเภท (F20),2
ทุ่งหว้า,1B036,พบว่าปกติ (1B036),F29,โรคจิตอื่นๆ (F21-F29),1
ทุ่งหว้า,1B036,พบว่าปกติ (1B036),X61,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),1
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F05,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F09,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",3
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F11,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F12,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F15,ติดยาบ้า Amphetamine (F15),4
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F19,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",3
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F20,โรคจิตเภท (F20),18
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F23,โรคจิตอื่นๆ (F21-F29),4
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F25,โรคจิตอื่นๆ (F21-F29),1
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F29,โรคจิตอื่นๆ (F21-F29),6
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F31,โรคอารมณ์สองขั้ว (F31),1
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F32,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",2
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F41,โรควิตกกังวล (F40-F48),1
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F51,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",2
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F54,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F62,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",3
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F81,ความบกพร่องทางการเรียนรู้ (F81),1
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),X61,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),2
ทุ่งหว้า,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),X78,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),1
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F09,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F12,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F15,ติดยาบ้า Amphetamine (F15),3
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F19,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F20,โรคจิตเภท (F20),8
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F29,โรคจิตอื่นๆ (F21-F29),5
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F31,โรคอารมณ์สองขั้ว (F31),1
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F41,โรควิตกกังวล (F40-F48),3
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F51,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
มะนัง,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F54,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
มะนัง,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F15,ติดยาบ้า Amphetamine (F15),1
มะนัง,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F19,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
มะนัง,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F20,โรคจิตเภท (F20),1
มะนัง,1B033,ก่อคดีอาชญากรรมรุนแรง (1B033),F20,โรคจิตเภท (F20),1
มะนัง,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F09,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
มะนัง,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F15,ติดยาบ้า Amphetamine (F15),1
มะนัง,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F20,โรคจิตเภท (F20),5
มะนัง,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F29,โรคจิตอื่นๆ (F21-F29),1
มะนัง,1B037,ก่อเหตุรุนแรงแล้ว ได้รับการติดตาม (1B037),F41,โรควิตกกังวล (F40-F48),3
ละงู,1B030,ทำร้ายตนเองรุนแรง (1B030),F20,โรคจิตเภท (F20),1
ละงู,1B030,ทำร้ายตนเองรุนแรง (1B030),G40,โรคลมชัก (G40-G41),1
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F09,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",2
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F15,ติดยาบ้า Amphetamine (F15),8
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F19,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",8
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F20,โรคจิตเภท (F20),10
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F23,โรคจิตอื่นๆ (F21-F29),1
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F29,โรคจิตอื่นๆ (F21-F29),6
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F32,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",1
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F42,โรควิตกกังวล (F40-F48),1
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F79,ความบกพร่องทางสติปัญญา (F70-F79),1
ละงู,1B031,ทำร้ายผู้อื่น/ก่อเหตุรุนแรง (1B031),F83,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",1
ละงู,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F15,ติดยาบ้า Amphetamine (F15),1
ละงู,1B032,หลงผิด มุ่งร้ายเฉพาะเจาะจง (1B032),F19,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",1
